key_resp1.keys,key_resp1.rt,participant,session,date,expName,psychopyVersion,OS,frameRate,key_resp_6.keys,key_resp_6.rt,key_resp_10.keys,key_resp_10.rt,key_ressp2.keys,key_ressp2.rt,key_resp_9.keys,key_resp_9.rt,key_resp_3.keys,key_resp_3.rt,key_resp1_2.keys,key_resp1_2.rt,key_resp1_3.keys,key_resp1_3.rt,key_resp_11.keys,key_resp_11.rt,key_resp_12.keys,key_resp_12.rt,key_resp_18.keys,key_resp_18.rt,key_resp_7.keys,key_resp_7.rt,key_resp1_4.keys,key_resp1_4.rt,syllable_catch.keys,syllable_catch.rt,audio1.thisRepN,audio1.thisTrialN,audio1.thisN,audio1.thisIndex,audio1.ran,dirs,time,Conj_unsync_online.thisRepN,Conj_unsync_online.thisTrialN,Conj_unsync_online.thisN,Conj_unsync_online.thisIndex,Conj_unsync_online.ran,cond,ord,colour,key_resp4.keys,key_resp4.rt,key_resp_4.keys,key_resp_4.rt,Partz_no_partm.keys,Partz_no_partm.rt,security_1_7.keys,security_1_7.rt,Conj_unsync_test.thisRepN,Conj_unsync_test.thisTrialN,Conj_unsync_test.thisN,Conj_unsync_test.thisIndex,Conj_unsync_test.ran,test,key_resp_13.keys,key_resp_13.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,seq,online_dir,test_dir,audio_offline
,,083571,001,2023-06-06_16h09.59.614,Unsyncopated1,2022.2.5,Win32,60.60238773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,23,23,19,1,ne,120:124,orange,,,,,,,,,,,,,,,,,,,,,,,,,
,,083571,001,2023-06-06_16h09.59.614,Unsyncopated1,2022.2.5,Win32,60.60238773,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,Online_conjL1_un//bTA16.none.wav,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,083571,001,2023-06-06_16h09.59.614,Unsyncopated1,2022.2.5,Win32,60.60238773,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,3,1,Online_conjL1_un//bTA19.none.wav,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,083571,001,2023-06-06_16h09.59.614,Unsyncopated1,2022.2.5,Win32,60.60238773,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,1,1,Online_conjL1_un//bTA17.none.wav,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,083571,001,2023-06-06_16h09.59.614,Unsyncopated1,2022.2.5,Win32,60.60238773,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,2,1,Online_conjL1_un//bTA18.none.wav,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,083571,001,2023-06-06_16h09.59.614,Unsyncopated1,2022.2.5,Win32,60.60238773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,24,24,14,1,ta,48:52,blue,,,,,,,,,,,,,,,,,,,,,,,,,
,,083571,001,2023-06-06_16h09.59.614,Unsyncopated1,2022.2.5,Win32,60.60238773,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,1,Online_conjL1_un//aKI13.none.wav,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,083571,001,2023-06-06_16h09.59.614,Unsyncopated1,2022.2.5,Win32,60.60238773,,,,,,,,,,,,,,,,,,,,,,,,,space,1.215,0,1,1,0,1,Online_conjL1_un//aKI12.888.wav,888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,083571,001,2023-06-06_16h09.59.614,Unsyncopated1,2022.2.5,Win32,60.60238773,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,1,Online_conjL1_un//aKI14.1776.wav,1776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,083571,001,2023-06-06_16h09.59.614,Unsyncopated1,2022.2.5,Win32,60.60238773,,,,,,,,,,,,,,,,,,,,,,,,,space,0.3007,0,3,3,3,1,Online_conjL1_un//aKI15.none.wav,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,083571,001,2023-06-06_16h09.59.614,Unsyncopated1,2022.2.5,Win32,60.60238773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,25,25,5,1,ki,12:16,red,,,,,,,,,,,,,,,,,,,,,,,,,
,,083571,001,2023-06-06_16h09.59.614,Unsyncopated1,2022.2.5,Win32,60.60238773,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,3,1,Online_conjL1_un//dNE15.none.wav,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,083571,001,2023-06-06_16h09.59.614,Unsyncopated1,2022.2.5,Win32,60.60238773,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,2,1,Online_conjL1_un//dNE14.222.wav,222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,083571,001,2023-06-06_16h09.59.614,Unsyncopated1,2022.2.5,Win32,60.60238773,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,0,1,Online_conjL1_un//dNE12.1776.wav,1776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,083571,001,2023-06-06_16h09.59.614,Unsyncopated1,2022.2.5,Win32,60.60238773,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,1,1,Online_conjL1_un//dNE13.none.wav,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,083571,001,2023-06-06_16h09.59.614,Unsyncopated1,2022.2.5,Win32,60.60238773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,26,26,1,1,ne,108:112,orange,,,,,,,,,,,,,,,,,,,,,,,,,
,,083571,001,2023-06-06_16h09.59.614,Unsyncopated1,2022.2.5,Win32,60.60238773,,,,,,,,,,,,,,,,,,,,,,,,,space,1.4013,0,0,0,1,1,Online_conjL1_un//aKI17.888.wav,888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,083571,001,2023-06-06_16h09.59.614,Unsyncopated1,2022.2.5,Win32,60.60238773,,,,,,,,,,,,,,,,,,,,,,,,,space,2.1349,0,1,1,0,1,Online_conjL1_un//aKI16.888.wav,888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,083571,001,2023-06-06_16h09.59.614,Unsyncopated1,2022.2.5,Win32,60.60238773,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,1,Online_conjL1_un//aKI18.none.wav,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,083571,001,2023-06-06_16h09.59.614,Unsyncopated1,2022.2.5,Win32,60.60238773,,,,,,,,,,,,,,,,,,,,,,,,,space,1.351,0,3,3,3,1,Online_conjL1_un//aKI19.888.wav,888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,083571,001,2023-06-06_16h09.59.614,Unsyncopated1,2022.2.5,Win32,60.60238773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,27,27,22,1,ki,16:20,red,,,,,,,,,,,,,,,,,,,,,,,,,
,,083571,001,2023-06-06_16h09.59.614,Unsyncopated1,2022.2.5,Win32,60.60238773,,,,,,,,,,,,,,,,,,,,,,,,,space,2.359,0,0,0,2,1,Online_conjL1_un//cRO22.0.wav,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,083571,001,2023-06-06_16h09.59.614,Unsyncopated1,2022.2.5,Win32,60.60238773,,,,,,,,,,,,,,,,,,,,,,,,,space,1.1348,0,1,1,0,1,Online_conjL1_un//cRO20.0.wav,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,083571,001,2023-06-06_16h09.59.614,Unsyncopated1,2022.2.5,Win32,60.60238773,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,3,1,Online_conjL1_un//cRO23.none.wav,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,083571,001,2023-06-06_16h09.59.614,Unsyncopated1,2022.2.5,Win32,60.60238773,,,,,,,,,,,,,,,,,,,,,,,,,space,0.0321,0,3,3,1,1,Online_conjL1_un//cRO21.none.wav,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,083571,001,2023-06-06_16h09.59.614,Unsyncopated1,2022.2.5,Win32,60.60238773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,28,28,30,1,ro,84:88,green,,,,,,,,,,,,,,,,,,,,,,,,,
,,083571,001,2023-06-06_16h09.59.614,Unsyncopated1,2022.2.5,Win32,60.60238773,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,2,1,Online_conjL1_un//aKI22.none.wav,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,083571,001,2023-06-06_16h09.59.614,Unsyncopated1,2022.2.5,Win32,60.60238773,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,3,1,Online_conjL1_un//aKI23.none.wav,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,083571,001,2023-06-06_16h09.59.614,Unsyncopated1,2022.2.5,Win32,60.60238773,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,0,1,Online_conjL1_un//aKI20.none.wav,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,083571,001,2023-06-06_16h09.59.614,Unsyncopated1,2022.2.5,Win32,60.60238773,,,,,,,,,,,,,,,,,,,,,,,,,space,1.9132,0,3,3,1,1,Online_conjL1_un//aKI21.1776.wav,1776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,083571,001,2023-06-06_16h09.59.614,Unsyncopated1,2022.2.5,Win32,60.60238773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,29,29,17,1,ki,20:24,red,,,,,,,,,,,,,,,,,,,,,,,,,
,,083571,001,2023-06-06_16h09.59.614,Unsyncopated1,2022.2.5,Win32,60.60238773,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,Online_conjL1_un//dNE16.222.wav,222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,083571,001,2023-06-06_16h09.59.614,Unsyncopated1,2022.2.5,Win32,60.60238773,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,3,1,Online_conjL1_un//dNE19.none.wav,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,083571,001,2023-06-06_16h09.59.614,Unsyncopated1,2022.2.5,Win32,60.60238773,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,1,1,Online_conjL1_un//dNE17.none.wav,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,083571,001,2023-06-06_16h09.59.614,Unsyncopated1,2022.2.5,Win32,60.60238773,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,2,1,Online_conjL1_un//dNE18.none.wav,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,083571,001,2023-06-06_16h09.59.614,Unsyncopated1,2022.2.5,Win32,60.60238773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,30,30,27,1,ne,112:116,orange,,,,,,,,,,,,,,,,,,,,,,,,,
,,083571,001,2023-06-06_16h09.59.614,Unsyncopated1,2022.2.5,Win32,60.60238773,,,,,,,,,,,,,,,,,,,,,,,,,space,1.9006,0,0,0,0,1,Online_conjL1_un//dNE8.1110.wav,1110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,083571,001,2023-06-06_16h09.59.614,Unsyncopated1,2022.2.5,Win32,60.60238773,,,,,,,,,,,,,,,,,,,,,,,,,space,2.075,0,1,1,3,1,Online_conjL1_un//dNE11.1332.wav,1332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,083571,001,2023-06-06_16h09.59.614,Unsyncopated1,2022.2.5,Win32,60.60238773,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,1,1,Online_conjL1_un//dNE9.none.wav,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,083571,001,2023-06-06_16h09.59.614,Unsyncopated1,2022.2.5,Win32,60.60238773,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,2,1,Online_conjL1_un//dNE10.none.wav,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,083571,001,2023-06-06_16h09.59.614,Unsyncopated1,2022.2.5,Win32,60.60238773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,31,31,21,1,ne,104:108,orange,,,,,,,,,,,,,,,,,,,,,,,,,
,,083571,001,2023-06-06_16h09.59.614,Unsyncopated1,2022.2.5,Win32,60.60238773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,0.6722,space,0.5595,z,1.1634,2,0.3679,0,0,0,14,1,testConjL1Uns//r2.s1.0.wav,,,,,,,,,,,
,,083571,001,2023-06-06_16h09.59.614,Unsyncopated1,2022.2.5,Win32,60.60238773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,z,0.3507,2,0.1549,0,1,1,1,1,testConjL1Uns//cat_viol.r1.s2.0.wav,,,,,,,,,,,
,,083571,001,2023-06-06_16h09.59.614,Unsyncopated1,2022.2.5,Win32,60.60238773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,z,0.237,2,0.1504,0,2,2,0,1,testConjL1Uns//cat_viol.r1.s1.0.wav,,,,,,,,,,,
,,083571,001,2023-06-06_16h09.59.614,Unsyncopated1,2022.2.5,Win32,60.60238773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,z,0.4017,2,0.1694,0,3,3,18,1,testConjL1Uns//r2.s2.1.wav,,,,,,,,,,,
,,083571,001,2023-06-06_16h09.59.614,Unsyncopated1,2022.2.5,Win32,60.60238773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,z,0.5679,2,0.2026,0,4,4,20,1,testConjL1Uns//time_viol.r1.s1.0.wav,,,,,,,,,,,
,,083571,001,2023-06-06_16h09.59.614,Unsyncopated1,2022.2.5,Win32,60.60238773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,z,0.0503,2,0.2153,0,5,5,11,1,testConjL1Uns//r1.s2.0.wav,,,,,,,,,,,
,,083571,001,2023-06-06_16h09.59.614,Unsyncopated1,2022.2.5,Win32,60.60238773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,z,0.2997,2,0.2184,0,6,6,16,1,testConjL1Uns//r2.s1.2.wav,,,,,,,,,,,
,,083571,001,2023-06-06_16h09.59.614,Unsyncopated1,2022.2.5,Win32,60.60238773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,z,0.2868,2,0.1672,0,7,7,5,1,testConjL1Uns//dep_viol.r1.s2.0.wav,,,,,,,,,,,
,,083571,001,2023-06-06_16h09.59.614,Unsyncopated1,2022.2.5,Win32,60.60238773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,z,0.2512,2,0.1678,0,8,8,10,1,testConjL1Uns//r1.s1.2.wav,,,,,,,,,,,
,,083571,001,2023-06-06_16h09.59.614,Unsyncopated1,2022.2.5,Win32,60.60238773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,z,0.4147,2,0.1708,0,9,9,19,1,testConjL1Uns//r2.s2.2.wav,,,,,,,,,,,
,,083571,001,2023-06-06_16h09.59.614,Unsyncopated1,2022.2.5,Win32,60.60238773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,z,0.3841,2,0.1515,0,10,10,12,1,testConjL1Uns//r1.s2.1.wav,,,,,,,,,,,
,,083571,001,2023-06-06_16h09.59.614,Unsyncopated1,2022.2.5,Win32,60.60238773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,z,0.4687,2,0.2184,0,11,11,6,1,testConjL1Uns//dep_viol.r2.s1.0.wav,,,,,,,,,,,
,,083571,001,2023-06-06_16h09.59.614,Unsyncopated1,2022.2.5,Win32,60.60238773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,z,0.4447,2,0.1852,0,12,12,17,1,testConjL1Uns//r2.s2.0.wav,,,,,,,,,,,
,,083571,001,2023-06-06_16h09.59.614,Unsyncopated1,2022.2.5,Win32,60.60238773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,z,0.5346,2,0.2012,0,13,13,3,1,testConjL1Uns//cat_viol.r2.s2.0.wav,,,,,,,,,,,
,,083571,001,2023-06-06_16h09.59.614,Unsyncopated1,2022.2.5,Win32,60.60238773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,z,0.3187,2,0.1498,0,14,14,21,1,testConjL1Uns//time_viol.r1.s2.0.wav,,,,,,,,,,,
,,083571,001,2023-06-06_16h09.59.614,Unsyncopated1,2022.2.5,Win32,60.60238773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,z,0.1857,2,0.1669,0,15,15,4,1,testConjL1Uns//dep_viol.r1.s1.0.wav,,,,,,,,,,,
,,083571,001,2023-06-06_16h09.59.614,Unsyncopated1,2022.2.5,Win32,60.60238773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,z,0.1339,2,0.1354,0,16,16,22,1,testConjL1Uns//time_viol.r2.s1.0.wav,,,,,,,,,,,
,,083571,001,2023-06-06_16h09.59.614,Unsyncopated1,2022.2.5,Win32,60.60238773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,z,0.0343,2,0.1965,0,17,17,2,1,testConjL1Uns//cat_viol.r2.s1.0.wav,,,,,,,,,,,
,,083571,001,2023-06-06_16h09.59.614,Unsyncopated1,2022.2.5,Win32,60.60238773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,z,0.5575,2,0.1724,0,18,18,15,1,testConjL1Uns//r2.s1.1.wav,,,,,,,,,,,
,,083571,001,2023-06-06_16h09.59.614,Unsyncopated1,2022.2.5,Win32,60.60238773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,z,0.5521,2,0.1398,0,19,19,13,1,testConjL1Uns//r1.s2.2.wav,,,,,,,,,,,
,,083571,001,2023-06-06_16h09.59.614,Unsyncopated1,2022.2.5,Win32,60.60238773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,z,0.8026,2,0.201,0,20,20,8,1,testConjL1Uns//r1.s1.0.wav,,,,,,,,,,,
,,083571,001,2023-06-06_16h09.59.614,Unsyncopated1,2022.2.5,Win32,60.60238773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,z,0.4857,2,0.1674,0,21,21,9,1,testConjL1Uns//r1.s1.1.wav,,,,,,,,,,,
,,083571,001,2023-06-06_16h09.59.614,Unsyncopated1,2022.2.5,Win32,60.60238773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,z,0.2201,2,0.1338,0,22,22,23,1,testConjL1Uns//time_viol.r2.s2.0.wav,,,,,,,,,,,
,,083571,001,2023-06-06_16h09.59.614,Unsyncopated1,2022.2.5,Win32,60.60238773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,z,0.0174,2,0.1855,0,23,23,7,1,testConjL1Uns//dep_viol.r2.s2.0.wav,,,,,,,,,,,
,,083571,001,2023-06-06_16h09.59.614,Unsyncopated1,2022.2.5,Win32,60.60238773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,2.0646,0,0,0,0,1,ConjL1_uns.csv,dir_Online_conjL1_un.csv,Test_Conj_UnsyncL1.csv,ConjL1_unsync.wav
